categories,place_name,place_name_link,review_count_x,review_count_link,thumbnail_image,thumbnail_image_alt,thumbnail_image_link,url_x,url_y,review_count_y,rating,review_talk_1,review_talk_2,review_talk_3,address,postcode
Specialty Museums,BAPS Shri Swaminarayan Mandir,https://www.tripadvisor.com/Attraction_Review-g186338-d215621-Reviews-BAPS_Shri_Swaminarayan_Mandir-London_England.html,378 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d215621-Reviews-BAPS_Shri_Swaminarayan_Mandir-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/11/78/9e/d8/baps-shri-swaminarayan.jpg,BAPS Shri Swaminarayan Mandir,https://www.tripadvisor.com/Attraction_Review-g186338-d215621-Reviews-BAPS_Shri_Swaminarayan_Mandir-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c49-London_England.html,https://www.tripadvisor.com/Attraction_Review-g186338-d215621-Reviews-BAPS_Shri_Swaminarayan_Mandir-London_England.html,378,4.5,“beautiful temple”,“shayona restaurant”,“white marble”,"105-119 Brentfield Road | Neasden, London NW10 8LD, England","London NW10 8LD,"
Arenas & Stadiums,Lord's Cricket Ground,https://www.tripadvisor.com/Attraction_Review-g186338-d188020-Reviews-Lord_s_Cricket_Ground-London_England.html,"1,314 reviews",https://www.tripadvisor.com/Attraction_Review-g186338-d188020-Reviews-Lord_s_Cricket_Ground-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/01/d0/a4/75/welcome-to-lords.jpg,Lord's Cricket Ground,https://www.tripadvisor.com/Attraction_Review-g186338-d188020-Reviews-Lord_s_Cricket_Ground-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c49-London_England.html,https://www.tripadvisor.com/Attraction_Review-g186338-d188020-Reviews-Lord_s_Cricket_Ground-London_England.html,"1,314",4.5,“long room”,“test match”,“ashes urn”,"Lords Cricket Ground St. Johns Wood Road, London NW8 8QN, England","London NW8 8QN,"
History Museums,Royal Hospital Chelsea,https://www.tripadvisor.com/Attraction_Review-g186338-d214609-Reviews-Royal_Hospital_Chelsea-London_England.html,201 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d214609-Reviews-Royal_Hospital_Chelsea-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/02/34/33/fc/an-aerial-view-of-the.jpg,Royal Hospital Chelsea,https://www.tripadvisor.com/Attraction_Review-g186338-d214609-Reviews-Royal_Hospital_Chelsea-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c49-London_England.html,https://www.tripadvisor.com/Attraction_Review-g186338-d214609-Reviews-Royal_Hospital_Chelsea-London_England.html,201,4.5,“flower show”,“army museum”,“shown round”,"Royal Hospital Road, London SW3 4SR, England","London SW3 4SR,"
Art Museums,National Portrait Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d188863-Reviews-National_Portrait_Gallery-London_England.html,"5,141 reviews",https://www.tripadvisor.com/Attraction_Review-g186338-d188863-Reviews-National_Portrait_Gallery-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/02/24/d5/1d/filename-img-2030-jpg.jpg,National Portrait Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d188863-Reviews-National_Portrait_Gallery-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c49-London_England.html,https://www.tripadvisor.com/Attraction_Review-g186338-d188863-Reviews-National_Portrait_Gallery-London_England.html,"5,141",4.5,“audrey hepburn”,“modern portraits”,“taylor wessing”,"Charing Cross Road 2 St. Martin's Place, London WC2H 0HE, England","London WC2H 0HE,"
Specialty Museums,Charles Dickens Museum,https://www.tripadvisor.com/Attraction_Review-g186338-d188889-Reviews-Charles_Dickens_Museum-London_England.html,888 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d188889-Reviews-Charles_Dickens_Museum-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/03/c6/92/aa/the-charles-dickens-museum.jpg,Charles Dickens Museum,https://www.tripadvisor.com/Attraction_Review-g186338-d188889-Reviews-Charles_Dickens_Museum-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c49-London_England.html,https://www.tripadvisor.com/Attraction_Review-g186338-d188889-Reviews-Charles_Dickens_Museum-London_England.html,889,4.5,“his life”,“doughty street”,“christmas carol”,"Charles Dickens Museum 48 Doughty Street, London WC1N 2LX, England","London WC1N 2LX,"
History Museums,Museum of London Docklands,https://www.tripadvisor.com/Attraction_Review-g186338-d282174-Reviews-Museum_of_London_Docklands-London_England.html,"1,002 reviews",https://www.tripadvisor.com/Attraction_Review-g186338-d282174-Reviews-Museum_of_London_Docklands-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/03/f9/7c/17/museum-of-london-docklands.jpg,Museum of London Docklands,https://www.tripadvisor.com/Attraction_Review-g186338-d282174-Reviews-Museum_of_London_Docklands-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c49-London_England.html,https://www.tripadvisor.com/Attraction_Review-g186338-d282174-Reviews-Museum_of_London_Docklands-London_England.html,"1,002",4.5,“slave trade”,“canary wharf”,“roman times”,"1 The Warehouse Hertsmere Road, London E14 4AL, England","London E14 4AL,"
History Museums,Imperial War Museum,https://www.tripadvisor.com/Attraction_Review-g186338-d187674-Reviews-Imperial_War_Museum-London_England.html,"9,054 reviews",https://www.tripadvisor.com/Attraction_Review-g186338-d187674-Reviews-Imperial_War_Museum-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/0b/d6/7a/1a/photo5jpg.jpg,Imperial War Museum,https://www.tripadvisor.com/Attraction_Review-g186338-d187674-Reviews-Imperial_War_Museum-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c49-London_England.html,https://www.tripadvisor.com/Attraction_Review-g186338-d187674-Reviews-Imperial_War_Museum-London_England.html,"9,055",4.5,“holocaust section”,“blitz experience”,“victoria cross”,"Lambeth Road, London SE1 6HZ, England","London SE1 6HZ,"
Specialty Museums,Grant Museum of Zoology,https://www.tripadvisor.com/Attraction_Review-g186338-d638483-Reviews-Grant_Museum_of_Zoology-London_England.html,396 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d638483-Reviews-Grant_Museum_of_Zoology-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/01/8c/8e/d1/grant-museum.jpg,Grant Museum of Zoology,https://www.tripadvisor.com/Attraction_Review-g186338-d638483-Reviews-Grant_Museum_of_Zoology-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c49-London_England.html,https://www.tripadvisor.com/Attraction_Review-g186338-d638483-Reviews-Grant_Museum_of_Zoology-London_England.html,396,4.5,“moles”,“university college”,“preserved animals”,"21 University Street, London WC1E 6DE, England","London WC1E 6DE,"
Churches & Cathedrals,All Hallows By The Tower,https://www.tripadvisor.com/Attraction_Review-g186338-d553576-Reviews-All_Hallows_By_The_Tower-London_England.html,207 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d553576-Reviews-All_Hallows_By_The_Tower-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/01/fa/01/35/kirchturm.jpg,All Hallows By The Tower,https://www.tripadvisor.com/Attraction_Review-g186338-d553576-Reviews-All_Hallows_By_The_Tower-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c49-London_England.html,https://www.tripadvisor.com/Attraction_Review-g186338-d553576-Reviews-All_Hallows_By_The_Tower-London_England.html,207,4.5,“oldest church”,“william penn”,“roman pavement”,"Byward Street, London EC3R 5BJ, England","London EC3R 5BJ,"
Historic Sites,Kenwood House,https://www.tripadvisor.com/Attraction_Review-g186338-d214613-Reviews-Kenwood_House-London_England.html,634 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d214613-Reviews-Kenwood_House-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/01/11/86/f5/kenwood-house-london.jpg,Kenwood House,https://www.tripadvisor.com/Attraction_Review-g186338-d214613-Reviews-Kenwood_House-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c49-London_England.html,https://www.tripadvisor.com/Attraction_Review-g186338-d214613-Reviews-Kenwood_House-London_England.html,634,4.5,“english heritage”,“art collection”,“hampstead heath”,"Kenwood House Hampstead Lane, London NW3 7JR, England","London NW3 7JR,"
Historic Sites,HMS Belfast,https://www.tripadvisor.com/Attraction_Review-g186338-d187551-Reviews-HMS_Belfast-London_England.html,"3,201 reviews",https://www.tripadvisor.com/Attraction_Review-g186338-d187551-Reviews-HMS_Belfast-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/01/35/64/6b/thames-hms-belfast.jpg,HMS Belfast,https://www.tripadvisor.com/Attraction_Review-g186338-d187551-Reviews-HMS_Belfast-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c49-London_England.html,https://www.tripadvisor.com/Attraction_Review-g186338-d187551-Reviews-HMS_Belfast-London_England.html,"3,201",4.5,“engine room”,“audio guide”,“war ship”,"Tooley Street, London SE1 2JH, England","London SE1 2JH,"
History Museums,Museum of London,https://www.tripadvisor.com/Attraction_Review-g186338-d187560-Reviews-Museum_of_London-London_England.html,"5,071 reviews",https://www.tripadvisor.com/Attraction_Review-g186338-d187560-Reviews-Museum_of_London-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/03/f9/77/a7/museum-of-london.jpg,Museum of London,https://www.tripadvisor.com/Attraction_Review-g186338-d187560-Reviews-Museum_of_London-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c49-London_England.html,https://www.tripadvisor.com/Attraction_Review-g186338-d187560-Reviews-Museum_of_London-London_England.html,"5,072",4.5,“prehistoric times”,“victorian street”,“london wall”,"150 London Wall, London EC2Y 5HN, England","London EC2Y 5HN,"
Specialty Museums,"Museum of Brands, Packaging and Advertising",https://www.tripadvisor.com/Attraction_Review-g186338-d654918-Reviews-Museum_of_Brands_Packaging_and_Advertising-London_England.html,994 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d654918-Reviews-Museum_of_Brands_Packaging_and_Advertising-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/11/c0/c5/1e/museum-of-brands-packaging.jpg,"Museum of Brands, Packaging and Advertising",https://www.tripadvisor.com/Attraction_Review-g186338-d654918-Reviews-Museum_of_Brands_Packaging_and_Advertising-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c49-London_England.html,https://www.tripadvisor.com/Attraction_Review-g186338-d654918-Reviews-Museum_of_Brands_Packaging_and_Advertising-London_England.html,994,4.5,“trip down memory lane”,“notting hill”,“portobello road”,"111-117 Lancaster Road | Notting Hill, London W11 1QT, England","London W11 1QT,"
Bars & Clubs,"The Viktor Wynd Museum of Curiosities, Fine Art & Natural History",https://www.tripadvisor.com/Attraction_Review-g186338-d7610793-Reviews-The_Viktor_Wynd_Museum_of_Curiosities_Fine_Art_Natural_History-London_England.html,233 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d7610793-Reviews-The_Viktor_Wynd_Museum_of_Curiosities_Fine_Art_Natural_History-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/07/50/7c/45/the-viktor-wynd-museum.jpg,"The Viktor Wynd Museum of Curiosities, Fine Art & Natural History",https://www.tripadvisor.com/Attraction_Review-g186338-d7610793-Reviews-The_Viktor_Wynd_Museum_of_Curiosities_Fine_Art_Natural_History-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c49-oa30-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d7610793-Reviews-The_Viktor_Wynd_Museum_of_Curiosities_Fine_Art_Natural_History-London_England.html,233,4.5,“cocktail bar”,“petting zoo”,“shrunken heads”,"11 Mare Street, London E8 4RP, England","London E8 4RP,"
Specialty Museums,Novelty Automation,https://www.tripadvisor.com/Attraction_Review-g186338-d8527239-Reviews-Novelty_Automation-London_England.html,119 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d8527239-Reviews-Novelty_Automation-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-s/08/78/e9/95/getlstd-property-photo.jpg,Novelty Automation,https://www.tripadvisor.com/Attraction_Review-g186338-d8527239-Reviews-Novelty_Automation-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c49-oa30-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d8527239-Reviews-Novelty_Automation-London_England.html,119,4.5,“buy tokens”,“tim hunkin”,“arcade machines”,"1A Princeton Street, London WC1R 4AX, England","London WC1R 4AX,"
Specialty Museums,Wellcome Collection,https://www.tripadvisor.com/Attraction_Review-g186338-d662065-Reviews-Wellcome_Collection-London_England.html,814 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d662065-Reviews-Wellcome_Collection-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-s/09/c6/b9/91/the-reading-room-at-wellcome.jpg,Wellcome Collection,https://www.tripadvisor.com/Attraction_Review-g186338-d662065-Reviews-Wellcome_Collection-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c49-oa30-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d662065-Reviews-Wellcome_Collection-London_England.html,814,4.5,“reading room”,“euston station”,“human body”,"183 Euston Road, London NW1 2BE, England","London NW1 2BE,"
Art Galleries,Guildhall Art Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d211820-Reviews-Guildhall_Art_Gallery-London_England.html,327 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d211820-Reviews-Guildhall_Art_Gallery-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/03/0c/05/9d/guildhall-art-gallery.jpg,Guildhall Art Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d211820-Reviews-Guildhall_Art_Gallery-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c49-oa30-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d211820-Reviews-Guildhall_Art_Gallery-London_England.html,327,4.5,“roman amphitheatre”,“on display”,“pre raphaelite”,"Guildhall Yard, London EC2P 2EJ, England","London EC2P 2EJ,"
Art Museums,Sir John Soane's Museum,https://www.tripadvisor.com/Attraction_Review-g186338-d187559-Reviews-Sir_John_Soane_s_Museum-London_England.html,"1,523 reviews",https://www.tripadvisor.com/Attraction_Review-g186338-d187559-Reviews-Sir_John_Soane_s_Museum-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/0d/32/07/bf/ouside-shot-no-photpography.jpg,Sir John Soane's Museum,https://www.tripadvisor.com/Attraction_Review-g186338-d187559-Reviews-Sir_John_Soane_s_Museum-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c49-oa30-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d187559-Reviews-Sir_John_Soane_s_Museum-London_England.html,"1,523",4.5,“rake's progress”,“picture room”,“lincoln's inn fields”,"13 Lincoln's Inn Fields | Holborn, London WC2A 3BP, England","London WC2A 3BP,"
Specialty Museums,Apsley House,https://www.tripadvisor.com/Attraction_Review-g186338-d522807-Reviews-Apsley_House-London_England.html,609 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d522807-Reviews-Apsley_House-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/11/a0/da/31/apsley-house-at-night.jpg,Apsley House,https://www.tripadvisor.com/Attraction_Review-g186338-d522807-Reviews-Apsley_House-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c49-oa30-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d522807-Reviews-Apsley_House-London_England.html,609,4.5,“english heritage”,“wellington arch”,“hyde park corner”,"Apsley House 149 Piccadilly | Hyde Park Corner, London W1J 7NT, England","London W1J 7NT,"
Art Galleries,Graffik Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d3337658-Reviews-Graffik_Gallery-London_England.html,117 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d3337658-Reviews-Graffik_Gallery-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/0e/40/28/29/graffik-gallery-portobello.jpg,Graffik Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d3337658-Reviews-Graffik_Gallery-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c49-oa30-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d3337658-Reviews-Graffik_Gallery-London_England.html,117,5.0,“spray cans”,“boiler suits”,“graffiti art”,"284 Portobello Road, London W10 5TE, England","London W10 5TE,"
