name,name_link,review_count_link,cuisines_block_x,cuisines_categories,cuisines_categories_link,reviews,url_y,rating,cuisines_block,price_group,review_count,review_talk_1,review_talk_2,review_talk_3,address,postcode,thumbnail,thumbnail_alt_x,thumbnail_alt_y,categories,reviews_combined,rev_cat_soup
Algerian Coffee Stores,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1982142-Reviews-Algerian_Coffee_Stores-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1982142-Reviews-Algerian_Coffee_Stores-London_England.html#REVIEWS,,,,Amazing place for coffee lovers!!!; ... a delicious americano (with an extr...,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1982142-Reviews-Algerian_Coffee_Stores-London_England.html,5.0,,$,147,“beans”,“coffee lovers”,“great coffee”,"52 Old Compton Street, London W1D 4PB, England",W1D 4PB,https://media-cdn.tripadvisor.com/media/photo-w/0d/71/17/5b/great-staff.jpg,,,,Amazing place for coffee lovers  a delicious americano (with an extr beans coffee lovers great coffee,
Korova Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8427318-Reviews-Korova_Restaurant-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8427318-Reviews-Korova_Restaurant-London_England.html#REVIEWS,££ - £££ French European British Gluten Free Options Vegetarian Friendly,French; European; British; Gluten Free Options; Vegetarian Friendly,https://www.tripadvisor.co.uk/Restaurants-g186338-c20-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c7-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html,"Characterful, swish bistro; Excellent restaurant",https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8427318-Reviews-Korova_Restaurant-London_England.html,4.5,"Search available times for this restaurant; French, European, British, Gluten Free Options, Vegetarian Friendly",$$ - $$$,149,“brunch”,“duck rillettes”,“risotto”,"9 Campdale Road, London N7 0EA, England",N7 0EA,https://media-cdn.tripadvisor.com/media/photo-w/0f/08/c6/a9/nduja-salad.jpg,,,french european british glutenfreeoptions vegetarianfriendly,Characterful swish bistro Excellent restaurant brunch duck rillettes risotto,Characterful swish bistro Excellent restaurant brunch duck rillettes risotto french european british glutenfreeoptions vegetarianfriendly
Chez Elles,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3296245-Reviews-Chez_Elles-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3296245-Reviews-Chez_Elles-London_England.html#REVIEWS,££ - £££ Wine Bar French European Vegetarian Friendly Vegan Options Gluten Free Options,French; European; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c20-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Back in Paris; French kitchen. Do not lose focus,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3296245-Reviews-Chez_Elles-London_England.html,4.5,"Wine Bar, French, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$ - $$$,496,“brunch”,“curry”,“croque”,"45 Brick Lane, London E1 6PU, England",E1 6PU,https://media-cdn.tripadvisor.com/media/photo-s/0d/55/d2/98/la-11.jpg,,,french european vegetarianfriendly veganoptions glutenfreeoptions,Back in Paris French kitchen Do not lose focus brunch curry croque,Back in Paris French kitchen Do not lose focus brunch curry croque french european vegetarianfriendly veganoptions glutenfreeoptions
Wahaca Brixton,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7113716-Reviews-Wahaca_Brixton-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7113716-Reviews-Wahaca_Brixton-London_England.html#REVIEWS,££ - £££ Mexican Vegetarian Friendly Vegan Options Gluten Free Options,Mexican; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c29-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Fabulous experience!; Loved it!,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7113716-Reviews-Wahaca_Brixton-London_England.html,4.5,"Mexican, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$ - $$$,357,“churros”,“tacos”,“chicken burrito”,"20 Atlantic Road | Brixton, London SW9 8JA, England",SW9 8JA,https://media-cdn.tripadvisor.com/media/photo-s/0f/f6/3e/73/our-very-own-lamine-doing.jpg,,,mexican vegetarianfriendly veganoptions glutenfreeoptions,Fabulous experience Loved it churros tacos chicken burrito,Fabulous experience Loved it churros tacos chicken burrito mexican vegetarianfriendly veganoptions glutenfreeoptions
Drury 188-189,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d11931040-Reviews-Drury_188_189-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d11931040-Reviews-Drury_188_189-London_England.html#REVIEWS,£ Cafe British Healthy Vegetarian Friendly Vegan Options Gluten Free Options,Cafe; British; Healthy; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c8-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c7-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c10679-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Amazing coffee shop; Lovely coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d11931040-Reviews-Drury_188_189-London_England.html,4.5,"Cafe, British, Healthy, Vegetarian Friendly, Vegan Options, Gluten Free Options; ""Visited for an afternoon coffee which was perfect.""; ""It's hard to find great coffee in London.""; ""Smooth service, excellent scrambled eggs on sour dough toast.""",$,135,“smashed avocado”,“cakes”,“poached eggs”,"188-189 Drury Lane, London WC2B 5QD, England",WC2B 5QD,,,,cafe british healthy vegetarianfriendly veganoptions glutenfreeoptions,Amazing coffee shop Lovely coffee smashed avocado cakes poached eggs,Amazing coffee shop Lovely coffee smashed avocado cakes poached eggs cafe british healthy vegetarianfriendly veganoptions glutenfreeoptions
Dishoom Kensington,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13113158-Reviews-Dishoom_Kensington-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13113158-Reviews-Dishoom_Kensington-London_England.html#REVIEWS,££ - £££ Indian Asian Vegetarian Friendly Vegan Options Gluten Free Options,Indian; Asian; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c24-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c3-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Outstanding; Fantastic food and excellent service,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13113158-Reviews-Dishoom_Kensington-London_England.html,4.5,"Indian, Asian, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$ - $$$,163,“chicken ruby”,“mutton pepper fry”,“chai”,"4 Derry Street, London W8 5SE, England",W8 5SE,https://media-cdn.tripadvisor.com/media/photo-s/12/bf/6e/87/caption.jpg,,,indian asian vegetarianfriendly veganoptions glutenfreeoptions,Outstanding Fantastic food and excellent service chicken ruby mutton pepper fry chai,Outstanding Fantastic food and excellent service chicken ruby mutton pepper fry chai indian asian vegetarianfriendly veganoptions glutenfreeoptions
Seven Park Place,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1554178-Reviews-Seven_Park_Place-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1554178-Reviews-Seven_Park_Place-London_England.html#REVIEWS,££££ French European Vegetarian Friendly Gluten Free Options,French; European; Vegetarian Friendly; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c20-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Great food cozy space; A LITTLE KNOWN GEM!,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1554178-Reviews-Seven_Park_Place-London_England.html,4.5,"French, European, Vegetarian Friendly, Gluten Free Options",$$$$,654,“petit fours”,“lobster tail”,“amuse bouche”,"7-8 Park Place | St James's Hotel and Club, London SW1A 1LS, England",SW1A 1LS,https://media-cdn.tripadvisor.com/media/photo-w/09/82/0a/90/seven-park-place.jpg,,,french european vegetarianfriendly glutenfreeoptions,Great food cozy space A LITTLE KNOWN GEM petit fours lobster tail amuse bouche,Great food cozy space A LITTLE KNOWN GEM petit fours lobster tail amuse bouche french european vegetarianfriendly glutenfreeoptions
Little Wonder Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3343549-Reviews-Little_Wonder_Cafe-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3343549-Reviews-Little_Wonder_Cafe-London_England.html#REVIEWS,£ Cafe British Vegetarian Friendly Vegan Options Halal Gluten Free Options,Cafe; British; Vegetarian Friendly; Vegan Options; Halal; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c8-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c7-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10751-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,A little wonder cafe; A Treat!!!!,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3343549-Reviews-Little_Wonder_Cafe-London_England.html,4.5,"Cafe, British, Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options",$,119,“brunch”,“jacket potato”,“fresh fish and chips”,"48 Hornsey Road, London N7 7BP, England",N7 7BP,https://media-cdn.tripadvisor.com/media/photo-s/06/58/5e/aa/signed-new-shirt-to-little.jpg,,,cafe british vegetarianfriendly veganoptions halal glutenfreeoptions,A little wonder cafe A Treat brunch jacket potato fresh fish and chips,A little wonder cafe A Treat brunch jacket potato fresh fish and chips cafe british vegetarianfriendly veganoptions halal glutenfreeoptions
Caminata,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2008532-Reviews-Caminata-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2008532-Reviews-Caminata-London_England.html#REVIEWS,££ - £££ Italian Pizza European Vegetarian Friendly Vegan Options Gluten Free Options,Italian; Pizza; European; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c26-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c31-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Delicious lamb chops; Perfect date night,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2008532-Reviews-Caminata-London_England.html,4.5,"Italian, Pizza, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$ - $$$,316,“pasta”,“rabbit ragu”,“arancino”,"96 Bedford Hill | Balham, London SW12 9HR, England",SW12 9HR,https://media-cdn.tripadvisor.com/media/photo-s/0e/34/de/36/photo0jpg.jpg,,,italian pizza european vegetarianfriendly veganoptions glutenfreeoptions,Delicious lamb chops Perfect date night pasta rabbit ragu arancino,Delicious lamb chops Perfect date night pasta rabbit ragu arancino italian pizza european vegetarianfriendly veganoptions glutenfreeoptions
Mangio,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7241477-Reviews-Mangio-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7241477-Reviews-Mangio-London_England.html#REVIEWS,£ Italian Vegetarian Friendly Vegan Options,Italian; Vegetarian Friendly; Vegan Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c26-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html,Amazing pasta; Best pasta,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7241477-Reviews-Mangio-London_England.html,4.5,"Italian, Vegetarian Friendly, Vegan Options",$,118,“lunch”,“fresh pasta”,“ravioli”,"30-32 Knightrider Street | St Paul's, London EC4V 5JT, England",EC4V 5JT,https://media-cdn.tripadvisor.com/media/photo-w/10/d7/d4/ca/photo0jpg.jpg,,,italian vegetarianfriendly veganoptions,Amazing pasta Best pasta lunch fresh pasta ravioli,Amazing pasta Best pasta lunch fresh pasta ravioli italian vegetarianfriendly veganoptions
Smiths Brasserie - Smiths Wapping,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2165221-Reviews-Smiths_Brasserie_Smiths_Wapping-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2165221-Reviews-Smiths_Brasserie_Smiths_Wapping-London_England.html#REVIEWS,££££ British Seafood European Vegetarian Friendly Gluten Free Options,British; Seafood; European; Vegetarian Friendly; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c7-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c33-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Lunch; Fabulous,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2165221-Reviews-Smiths_Brasserie_Smiths_Wapping-London_England.html,4.5,"Search available times for this restaurant; British, Seafood, European, Vegetarian Friendly, Gluten Free Options",$$$$,"1,294",“tempura prawns”,“seafood”,“dressed crab”,"22 Wapping High Street, London E1W 1NJ, England",E1W 1NJ,https://media-cdn.tripadvisor.com/media/photo-s/12/e0/d2/60/photo0jpg.jpg,,,british seafood european vegetarianfriendly glutenfreeoptions,Lunch Fabulous tempura prawns seafood dressed crab,Lunch Fabulous tempura prawns seafood dressed crab british seafood european vegetarianfriendly glutenfreeoptions
The Foyer At Claridge's,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1106756-Reviews-The_Foyer_At_Claridge_s-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1106756-Reviews-The_Foyer_At_Claridge_s-London_England.html#REVIEWS,££££ European British Vegetarian Friendly Vegan Options Gluten Free Options,European; British; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c7-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Good English breakfast; Fantastic Dining Experience,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1106756-Reviews-The_Foyer_At_Claridge_s-London_England.html,4.5,"Search available times for this restaurant; European, British, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$$$,"1,303",“scones”,“finger sandwiches”,“cake”,"Brook Street | Mayfair, London W1K 4HR, England",W1K 4HR,https://media-cdn.tripadvisor.com/media/photo-w/04/36/18/63/claridge-s.jpg,,,european british vegetarianfriendly veganoptions glutenfreeoptions,Good English breakfast Fantastic Dining Experience scones finger sandwiches cake,Good English breakfast Fantastic Dining Experience scones finger sandwiches cake european british vegetarianfriendly veganoptions glutenfreeoptions
